filename,path,true_emotion,deepface_prediction,status,happy_score,sad_score,angry_score,surprise_score,neutral_score,disgust_score,fear_score
000225.jpg,images/happy/000225.jpg,happy,happy,success,99.99096393585205,2.492763374190021e-10,5.814366864495199e-12,1.6042618622424953e-08,0.009039832366397604,5.0797915293777656e-24,1.1093933790143781e-15
000184.jpg,images/happy/000184.jpg,happy,happy,success,99.78953002628863,3.163727498216392e-10,5.792667592820555e-16,3.2302780433027056e-09,0.21047067220334245,5.7804560499327575e-25,4.0760351395299594e-18
000190.jpg,images/happy/000190.jpg,happy,happy,success,96.3479220867157,0.0001522210254734091,2.4074870985657526e-07,0.011423585965530947,3.640497475862503,1.8848891826351937e-14,7.858959039097613e-08
000151.jpg,images/happy/000151.jpg,happy,happy,success,99.96886253728121,2.9428201076177017e-05,0.0002695449572185711,2.5929646447570468e-06,0.030769616539114232,9.513046160308177e-09,6.866637568215156e-05
000186.jpg,images/happy/000186.jpg,happy,happy,success,99.82361793518066,0.00010611877314659068,3.638389242666129e-09,4.417529453348834e-07,0.17627754714339972,4.15833196581284e-14,9.53390751762262e-10
000192.jpg,images/happy/000192.jpg,happy,happy,success,99.90566372871399,8.265920586891795e-09,2.155906529688334e-10,8.639626116746513e-05,0.09425348252989352,1.0369638264071617e-17,6.696758355099683e-12
000233.jpg,images/happy/000233.jpg,happy,happy,success,99.160635471344,0.08586073527112603,1.5605511549665607e-06,2.858099179547935e-06,0.7534837815910578,1.2322354248084366e-08,2.4948417376435827e-05
happy_250extra_0012.jpg,images/happy/happy_250extra_0012.jpg,happy,happy,success,99.97314810752869,1.0475764006256938e-08,1.246367646676877e-11,2.305633444166233e-05,0.026829930720850825,1.5551484586534092e-16,7.715707413258333e-11
000031.jpg,images/happy/000031.jpg,happy,happy,success,100.0,8.607287420924633e-16,1.8998577833208903e-24,5.661794275600707e-11,9.799674499611985e-12,0.0,5.7271216255904175e-27
happy_250extra_0006.jpg,images/happy/happy_250extra_0006.jpg,happy,happy,success,98.13851140278442,3.0045885805848967e-09,9.071872894319824e-12,0.0011034749653529882,1.8603836762447743,7.885780834667475e-19,6.849206528457467e-12
happy_250extra_0007.jpg,images/happy/happy_250extra_0007.jpg,happy,happy,success,99.99470710754395,5.144458574646581e-22,1.1703784790368874e-26,1.9162106187279974e-12,0.005293415597407147,0.0,2.4512529154759283e-28
happy_250extra_0013.jpg,images/happy/happy_250extra_0013.jpg,happy,happy,success,99.9760389313721,8.792177288470731e-07,4.937785891385006e-09,1.7992523821915037e-08,0.023961832603493043,3.5177284532103703e-16,7.265689134795767e-12
000193.jpg,images/happy/000193.jpg,happy,happy,success,100.0,7.323576966221379e-12,7.347325808486285e-18,2.983277624934999e-07,7.858625317332113e-12,0.0,4.937585832936219e-16
000187.jpg,images/happy/000187.jpg,happy,happy,success,99.99785423278809,5.691157180937045e-10,6.395530738573067e-14,1.253416148649933e-07,0.0021458656192407943,9.19107924368302e-19,4.668387343365055e-08
000150.jpg,images/happy/000150.jpg,happy,happy,success,98.307257789806,0.0024686276099455235,2.5023665343679505e-05,0.0003992957100929231,1.6898042598250067,5.990057696068944e-08,4.426125578966608e-05
000034.jpg,images/happy/000034.jpg,happy,fear,success,2.101479284465313,2.2695347823287193e-07,0.003977623418904841,33.57371985912323,3.484478875091622e-14,6.99260527953216e-11,64.32082653045654
happy_250extra_0017.jpg,images/happy/happy_250extra_0017.jpg,happy,happy,success,99.99380111694336,1.4824428262727452e-05,5.963982779855215e-10,0.000733845718059456,0.005446791692520492,4.765630700018083e-15,5.617282283765235e-06
happy_250extra_0003.jpg,images/happy/happy_250extra_0003.jpg,happy,happy,success,99.99240636825562,4.600884118133308e-07,8.505448081952416e-10,4.732661484929679e-09,0.0075972908234689385,9.525772229491264e-15,7.785467691541481e-11
happy_250extra_0002.jpg,images/happy/happy_250extra_0002.jpg,happy,happy,success,100.0,2.0980017457220896e-14,5.82099426977077e-20,7.401731227929531e-07,1.0230053566415154e-10,0.0,2.6845133504352975e-20
000035.jpg,images/happy/000035.jpg,happy,happy,success,98.13851140278442,3.0045885805848967e-09,9.071872894319824e-12,0.0011034749653529882,1.8603836762447743,7.885780834667475e-19,6.849206528457467e-12
happy_250extra_0016.jpg,images/happy/happy_250extra_0016.jpg,happy,happy,success,80.9159659247439,1.139423086610611e-06,1.8149669468663454e-05,19.08390741540105,5.206684311405728e-05,1.1218738290768573e-13,5.386099741402299e-05
000223.jpg,images/happy/000223.jpg,happy,happy,success,99.9433338574569,0.0016298721799381441,1.676291305752651e-06,0.03467429318773516,0.019486460363740965,4.9125531552189667e-11,0.0008778189249437511
000196.jpg,images/happy/000196.jpg,happy,happy,success,99.99905824661255,0.0008407728273596149,3.4133959547766324e-08,9.97119173007377e-05,1.3919172481280384e-07,4.5744057226462766e-18,8.923170646824019e-07
000209.jpg,images/happy/000209.jpg,happy,happy,success,99.97211694551211,1.2955158552069055e-09,2.445953364774783e-14,0.02780190718297107,8.370429257924527e-05,1.6216733117401125e-29,4.465013215995995e-14
happy_250extra_0014.jpg,images/happy/happy_250extra_0014.jpg,happy,happy,success,99.99991655349731,4.3227652310923987e-16,2.433245346631526e-17,3.76475384200603e-06,7.986072318999504e-05,9.209624439524667e-34,3.09611717873472e-21
000037.jpg,images/happy/000037.jpg,happy,happy,success,99.99905824661255,0.0008407728273596149,3.4133959547766324e-08,9.97119173007377e-05,1.3919172481280384e-07,4.5744057226462766e-18,8.923170646824019e-07
happy_250extra_0028.jpg,images/happy/happy_250extra_0028.jpg,happy,happy,success,99.99778270721436,9.190536176604917e-14,1.0390494847735317e-16,2.5061045903426726e-11,0.002216611392213963,3.8636460563513883e-31,8.881469387521284e-23
happy_250extra_0029.jpg,images/happy/happy_250extra_0029.jpg,happy,failed,no_face_detected,,,,,,,
happy_250extra_0015.jpg,images/happy/happy_250extra_0015.jpg,happy,happy,success,99.9545156955719,7.328790019300868e-06,3.64412073108368e-12,1.761121097842988e-05,0.045463512651622295,1.7820057353290362e-19,3.6264504853916746e-10
000036.jpg,images/happy/000036.jpg,happy,happy,success,99.99470710754395,5.144458574646581e-22,1.1703784790368874e-26,1.9162106187279974e-12,0.005293415597407147,0.0,2.4512529154759283e-28
happy_250extra_0001.jpg,images/happy/happy_250extra_0001.jpg,happy,happy,success,91.5842592716217,0.03595907473936677,0.001201373197545763,0.00034087145195371704,0.9507778100669384,2.2985587122548168e-05,7.427442818880081
000220.jpg,images/happy/000220.jpg,happy,happy,success,99.99996423721313,4.058474871726503e-05,9.764534320000351e-09,2.2319101233847505e-06,3.3425866241554303e-09,1.0681851695138008e-25,2.8473692587766e-10
000181.jpg,images/happy/000181.jpg,happy,happy,success,99.95879530906677,2.5906840561695788e-08,7.712006624667825e-12,1.6457843421413543e-08,0.04120450175832957,4.9733074338188654e-18,6.95446787519192e-13
000195.jpg,images/happy/000195.jpg,happy,happy,success,91.8106198310852,3.796596370619909e-07,9.157864466757815e-08,0.0017280866813962348,8.187650889158249,7.99418644485625e-15,1.3050390629265607e-09
happy13.png,images/happy/happy13.png,happy,happy,success,99.95716809971142,7.058782690371479e-12,2.795890754109806e-14,1.112715985727691e-07,0.04283280541775706,2.1336008208597618e-21,3.700737311485648e-12
happy_250extra_0112.jpg,images/happy/happy_250extra_0112.jpg,happy,happy,success,99.98300671476166,8.366228764387624e-08,2.2901546256209426e-12,7.353228707622184e-10,0.01699607047508332,3.650892545649724e-16,3.303738705268638e-13
happy_250extra_0106.jpg,images/happy/happy_250extra_0106.jpg,happy,angry,success,1.3219684236176477e-07,2.7817336842417717,97.15239405632019,2.0874567943337044e-12,0.027902409783564508,2.7228685547052954e-12,0.03797678218688816
happy_extra_0038.jpg,images/happy/happy_extra_0038.jpg,happy,failed,no_face_detected,,,,,,,
happy_extra_0010.jpg,images/happy/happy_extra_0010.jpg,happy,happy,success,99.67296717601819,2.2610064041299138e-10,9.873441461661703e-15,1.075485684803532e-09,0.3270337553044412,3.397456567234821e-21,7.50306627047172e-16
happy_extra_0004.jpg,images/happy/happy_extra_0004.jpg,happy,fear,success,2.101479284465313,2.2695347823287193e-07,0.003977623418904841,33.57371985912323,3.484478875091622e-14,6.99260527953216e-11,64.32082653045654
000045.jpg,images/happy/000045.jpg,happy,happy,success,99.99380111694336,1.4824428262727452e-05,5.963982779855215e-10,0.000733845718059456,0.005446791692520492,4.765630700018083e-15,5.617282283765235e-06
happy_250extra_0066.jpg,images/happy/happy_250extra_0066.jpg,happy,happy,success,88.32313418388367,0.03030287625733763,0.08782843360677361,0.21460484713315964,11.199968308210373,0.00024558451059419895,0.1439155195839703
happy_250extra_0072.jpg,images/happy/happy_250extra_0072.jpg,happy,happy,success,99.90719555702157,9.734338585439425e-06,9.780231835670335e-06,1.2772515946489157e-05,0.09267999498456657,4.6558020771058544e-07,9.356999704724026e-05
000051.jpg,images/happy/000051.jpg,happy,happy,success,99.99940991398155,1.4514399662558407e-10,3.000944935891392e-15,1.4114540975309134e-15,0.000590154321504409,4.6271314615873814e-23,1.0044910574474892e-19
happy_250extra_0099.jpg,images/happy/happy_250extra_0099.jpg,happy,happy,success,95.08194923400879,5.0560439168734206e-08,1.2839773732079007e-10,7.966757920030432e-07,4.918048530817032,6.877501575300285e-22,5.250921352662938e-15
000086.jpg,images/happy/000086.jpg,happy,fear,success,0.0018942958847318093,0.5153890550417835,0.010049632221830147,1.0992329188605643,0.4309280727442416,3.3432924662254504e-08,97.94250155180674
happy_250extra_0098.jpg,images/happy/happy_250extra_0098.jpg,happy,happy,success,96.68799638748169,2.6157065402543367e-08,5.836048224544532e-10,3.443296918703709e-05,3.311973065137863,7.607136614981942e-19,8.999776733586724e-13
happy_250extra_0073.jpg,images/happy/happy_250extra_0073.jpg,happy,happy,success,89.77847695350647,0.016447123198304325,0.0666301348246634,0.017244493938051164,10.106632858514786,5.831219507257401e-07,0.014568897313438356
000050.jpg,images/happy/000050.jpg,happy,happy,success,97.15211357499523,0.10635975153562445,5.335431932804326e-06,1.2462363183791744e-08,2.741524345162433,1.9434244976342012e-06,2.291690666198955e-07
000044.jpg,images/happy/000044.jpg,happy,happy,success,80.9159659247439,1.139423086610611e-06,1.8149669468663454e-05,19.08390741540105,5.206684311405728e-05,1.1218738290768573e-13,5.386099741402299e-05
happy_250extra_0067.jpg,images/happy/happy_250extra_0067.jpg,happy,happy,success,99.97314810752869,1.0475764006256938e-08,1.246367646676877e-11,2.305633444166233e-05,0.026829930720850825,1.5551484586534092e-16,7.715707413258333e-11
000078.jpg,images/happy/000078.jpg,happy,failed,no_face_detected,,,,,,,
happy_extra_0005.jpg,images/happy/happy_extra_0005.jpg,happy,happy,success,98.13851140278442,3.0045885805848967e-09,9.071872894319824e-12,0.0011034749653529882,1.8603836762447743,7.885780834667475e-19,6.849206528457467e-12
happy_extra_0011.jpg,images/happy/happy_extra_0011.jpg,happy,happy,success,99.97314810752869,1.0475764006256938e-08,1.246367646676877e-11,2.305633444166233e-05,0.026829930720850825,1.5551484586534092e-16,7.715707413258333e-11
happy_extra_0039.jpg,images/happy/happy_extra_0039.jpg,happy,happy,success,99.90094303494352,1.0347315621569738e-06,1.7100275340813421e-09,5.543504319599071e-08,0.09905479973136185,2.462388960128883e-12,5.070982825035394e-08
happy_250extra_0107.jpg,images/happy/happy_250extra_0107.jpg,happy,failed,no_face_detected,,,,,,,
000130.jpg,images/happy/000130.jpg,happy,fear,success,1.3391560209803557,28.396698427593897,1.7361428381630375,0.005177903332261717,0.8183769837466498,0.00012112389788312472,67.70432380386308
happy_250extra_0113.jpg,images/happy/happy_250extra_0113.jpg,happy,happy,success,99.9885678304949,8.987154837005293e-07,4.144626924966835e-08,0.008214221200747123,0.002718492981950192,4.278684783178358e-17,0.0004931442029943383
happy12.png,images/happy/happy12.png,happy,happy,success,99.92103577601483,0.00039866613201050566,3.0226324503860444e-06,0.0062830549508975505,0.0630828418539802,1.1628549383642681e-10,0.009191593922186622
happy_250extra_0105.jpg,images/happy/happy_250extra_0105.jpg,happy,failed,no_face_detected,,,,,,,
happy38.png,images/happy/happy38.png,happy,happy,success,99.99690055847168,2.5868660647821243e-12,2.0642444387493515e-15,1.2641251760647787e-09,0.0031013179977890104,3.4972833025946966e-29,3.5774656764123467e-19
happy_250extra_0111.jpg,images/happy/happy_250extra_0111.jpg,happy,happy,success,99.99967813491821,9.341717158129707e-13,1.8017687835976123e-20,1.979320671935663e-12,0.00032045363695942797,1.48378405430955e-30,4.823806937731158e-20
happy_extra_0007.jpg,images/happy/happy_extra_0007.jpg,happy,happy,success,99.99856352797529,0.0011098442634963736,6.527374030657868e-08,0.0003295971933771231,5.40650623188598e-07,1.741062652527134e-17,1.344221703022789e-06
happy_extra_0013.jpg,images/happy/happy_extra_0013.jpg,happy,happy,success,99.99991655349731,4.3227652310923987e-16,2.433245346631526e-17,3.76475384200603e-06,7.986072318999504e-05,9.209624439524667e-34,3.09611717873472e-21
happy_250extra_0059.jpg,images/happy/happy_250extra_0059.jpg,happy,happy,success,99.94623065635793,0.03478829625258043,0.00018801621341148247,6.44737408763527e-08,0.001338558035561183,0.014942274393875968,0.0025056687005207932
happy_250extra_0071.jpg,images/happy/happy_250extra_0071.jpg,happy,happy,success,100.0,5.418375001774785e-14,6.43715552578792e-14,7.086546040294638e-14,1.4583090953194603e-20,0.0,1.0417525869382631e-14
happy_250extra_0065.jpg,images/happy/happy_250extra_0065.jpg,happy,happy,success,90.66529218347623,1.8547548248108906e-05,8.66018952654411e-07,0.02181860893861481,9.31287016349257,2.897756547148671e-16,9.072710485211116e-09
000046.jpg,images/happy/000046.jpg,happy,happy,success,100.0,7.141939559825346e-13,1.1143369825862706e-16,3.9023101153499064e-20,4.295230891879914e-11,1.6481535763218244e-30,1.896565977696968e-21
000085.jpg,images/happy/000085.jpg,happy,happy,success,98.29341748874396,1.0175365408672855e-05,2.3314789325164443e-06,1.7065178774616572,1.8051262194162554e-05,3.722519581810371e-16,3.441638069582391e-05
000084.jpg,images/happy/000084.jpg,happy,happy,success,85.56325349588712,0.0002922950390310213,0.0005946764203806323,14.006046295526403,0.00013981216094428398,3.359389355978951e-10,0.4296707245511248
000090.jpg,images/happy/000090.jpg,happy,happy,success,79.96141910552979,0.0003262037580498145,7.227197897918813e-05,0.35895153414458036,19.67921257019043,1.0056371291256028e-07,1.5737572311991244e-05
happy_250extra_0064.jpg,images/happy/happy_250extra_0064.jpg,happy,happy,success,99.99240636825562,4.600884118133308e-07,8.505448081952416e-10,4.732661484929679e-09,0.0075972908234689385,9.525772229491264e-15,7.785467691541481e-11
000047.jpg,images/happy/000047.jpg,happy,happy,success,100.0,4.129593937857515e-12,2.844672008987494e-14,6.322543183445717e-10,1.8314080918457876e-06,8.215980781198598e-24,1.7137367457834792e-15
happy_250extra_0070.jpg,images/happy/happy_250extra_0070.jpg,happy,sad,success,0.5041716920835788,88.22355200192642,1.703787324058254,5.739508655164288e-08,0.028330947913397724,7.371306227348373e-08,9.540161314020235
happy_250extra_0058.jpg,images/happy/happy_250extra_0058.jpg,happy,happy,success,99.49448710745726,0.008081696196964836,8.733338841287889e-05,0.0001166744570648421,0.4972236103893983,4.0354902105438773e-10,9.837672836008252e-08
happy_extra_0012.jpg,images/happy/happy_extra_0012.jpg,happy,happy,success,99.9760389313721,8.792177288470731e-07,4.937785891385006e-09,1.7992523821915037e-08,0.023961832603493043,3.5177284532103703e-16,7.265689134795767e-12
happy_extra_0006.jpg,images/happy/happy_extra_0006.jpg,happy,happy,success,99.99470710754395,5.144458574646581e-22,1.1703784790368874e-26,1.9162106187279974e-12,0.005293415597407147,0.0,2.4512529154759283e-28
happy_250extra_0110.jpg,images/happy/happy_250extra_0110.jpg,happy,happy,success,99.99380111694336,1.4824428262727452e-05,5.963982779855215e-10,0.000733845718059456,0.005446791692520492,4.765630700018083e-15,5.617282283765235e-06
happy_250extra_0104.jpg,images/happy/happy_250extra_0104.jpg,happy,happy,success,99.86756442398601,1.802256479072968e-05,1.1631314486729586e-09,0.0005568916303608601,0.1318659790594553,2.728247787968769e-15,9.836026500104404e-08
happy11.png,images/happy/happy11.png,happy,happy,success,99.82969166878561,5.748488022342733e-12,1.3569420669391978e-13,4.996383821695285e-08,0.17030327879002347,6.468134798805669e-26,2.2601262562598474e-17
happy_250extra_0100.jpg,images/happy/happy_250extra_0100.jpg,happy,happy,success,99.88985061645508,6.340218905442896e-08,6.888714598751733e-09,0.1037549925968051,0.006393101648427546,5.246539446086e-16,3.9262579853982515e-07
happy29.png,images/happy/happy29.png,happy,happy,success,99.99983310699463,1.0456917276524536e-08,4.666644064065394e-16,6.362705501361532e-11,0.00016872112382770865,3.354856929215608e-21,2.0581583482046518e-13
happy_250extra_0114.jpg,images/happy/happy_250extra_0114.jpg,happy,happy,success,98.29341748874396,1.0175365408672855e-05,2.3314789325164443e-06,1.7065178774616572,1.8051262194162554e-05,3.722519581810371e-16,3.441638069582391e-05
happy15.png,images/happy/happy15.png,happy,happy,success,99.63672161102295,1.354198558844999e-08,3.4250307126039437e-11,1.5939666253572682e-07,0.3632804611697793,6.703105243118375e-16,2.65786741573959e-12
happy_extra_0002.jpg,images/happy/happy_extra_0002.jpg,happy,happy,success,100.0,2.0980017457220896e-14,5.82099426977077e-20,7.401731227929531e-07,1.0230053566415154e-10,0.0,2.6845133504352975e-20
happy_extra_0016.jpg,images/happy/happy_extra_0016.jpg,happy,happy,success,99.99096393585205,2.492763374190021e-10,5.814366864495199e-12,1.6042618622424953e-08,0.009039832366397604,5.0797915293777656e-24,1.1093933790143781e-15
happy_250extra_0074.jpg,images/happy/happy_250extra_0074.jpg,happy,happy,success,99.96842146296245,8.09243287639609e-10,3.4679014975121893e-14,7.099496588055929e-07,0.03157290253664225,1.5392347057589283e-23,3.1475992857825884e-16
000057.jpg,images/happy/000057.jpg,happy,happy,success,91.8106198310852,3.796596370619909e-07,9.157864466757815e-08,0.0017280866813962348,8.187650889158249,7.99418644485625e-15,1.3050390629265607e-09
000043.jpg,images/happy/000043.jpg,happy,happy,success,99.99991655349731,4.3227652310923987e-16,2.433245346631526e-17,3.76475384200603e-06,7.986072318999504e-05,9.209624439524667e-34,3.09611717873472e-21
happy_250extra_0060.jpg,images/happy/happy_250extra_0060.jpg,happy,happy,success,98.54304185766232,0.2800396577665006,0.07890704325405021,1.0321986725522695e-05,1.091577922795887,3.5897342351125397e-06,0.00641686894644947
happy_250extra_0048.jpg,images/happy/happy_250extra_0048.jpg,happy,failed,no_face_detected,,,,,,,
000080.jpg,images/happy/000080.jpg,happy,happy,success,72.66249982565644,25.614485071362843,0.0013219477539038636,1.9161742262378645e-05,1.7055831679006614,5.631097760711558e-06,0.01608192059585281
happy_250extra_0049.jpg,images/happy/happy_250extra_0049.jpg,happy,happy,success,99.99908208836104,6.448620618649111e-11,1.528418407517803e-08,1.956651749617102e-05,0.0009009697515392939,7.931018352132296e-18,6.197176844376703e-08
000042.jpg,images/happy/000042.jpg,happy,happy,success,99.9760389313721,8.792177288470731e-07,4.937785891385006e-09,1.7992523821915037e-08,0.023961832603493043,3.5177284532103703e-16,7.265689134795767e-12
happy_250extra_0061.jpg,images/happy/happy_250extra_0061.jpg,happy,happy,success,99.99924302096623,7.164435271031711e-10,1.3929381916331082e-09,8.672656354857469e-06,0.0007494365028060844,3.8238142655764374e-19,5.110354222415184e-07
happy_250extra_0075.jpg,images/happy/happy_250extra_0075.jpg,happy,happy,success,99.99171495437622,1.600211467579272e-13,9.028602270633412e-15,1.2714970135802028e-10,0.00828499614726752,1.0622518094920365e-29,7.624845873350106e-19
000056.jpg,images/happy/000056.jpg,happy,happy,success,98.56848112156875,3.666158706422836e-08,1.6161153240818247e-09,1.0936619373630753e-06,1.4315200891506725,4.171094838125781e-19,2.9665111519438497e-12
happy_extra_0017.jpg,images/happy/happy_extra_0017.jpg,happy,happy,success,100.0,7.141939559825346e-13,1.1143369825862706e-16,3.9023101153499064e-20,4.295230891879914e-11,1.6481535763218244e-30,1.896565977696968e-21
happy_extra_0003.jpg,images/happy/happy_extra_0003.jpg,happy,happy,success,99.99240636825562,4.600884118133308e-07,8.505448081952416e-10,4.732661484929679e-09,0.0075972908234689385,9.525772229491264e-15,7.785467691541481e-11
happy14.png,images/happy/happy14.png,happy,happy,success,99.98233914164771,0.00012547111868639192,9.720412440207646e-09,7.332099357968606e-07,0.017482966988179624,7.406653379498134e-14,5.585744799768456e-05
happy_250extra_0115.jpg,images/happy/happy_250extra_0115.jpg,happy,happy,success,99.94786977457224,3.044991569419442e-05,9.474927647669445e-05,0.0003460176891863878,0.04823239865887306,1.7074022381107885e-08,0.0034281276609051696
happy28.png,images/happy/happy28.png,happy,happy,success,99.72465041581984,1.4454248573588653e-09,1.9793786101981626e-11,2.1630290464275389e-10,0.27534555621051116,1.63126848448411e-20,4.94404305583745e-13
happy_250extra_0101.jpg,images/happy/happy_250extra_0101.jpg,happy,happy,success,99.99911785136248,7.953669131510972e-14,9.1372033783772e-15,1.700233493372248e-05,0.0008634263275134657,6.643760606832025e-23,4.936016910075749e-16
000122.jpg,images/happy/000122.jpg,happy,happy,success,97.26972563682351,1.0801216121387596e-08,4.449164392586685e-10,3.551355616984112e-05,2.7302376690648598,1.760603147764527e-19,6.226084709677254e-13
happy_250extra_0117.jpg,images/happy/happy_250extra_0117.jpg,happy,happy,success,99.98716115951538,9.702617181917006e-09,2.8954532223621654e-14,3.195949616063842e-08,0.012837648682761937,1.0325319135764586e-21,1.0700449696842145e-13
000120.jpg,images/happy/000120.jpg,happy,happy,success,99.99727010759472,8.475252377656234e-07,8.480222653478563e-13,4.838856205093579e-06,0.002720062769618319,1.1693273799840914e-28,1.3460189447661422e-16
happy_250extra_0103.jpg,images/happy/happy_250extra_0103.jpg,happy,happy,success,71.29659056663513,5.6334620301967675e-08,9.016454214361147e-05,28.703290224075317,2.1806785710509757e-06,8.202825983285831e-17,2.7917397460441862e-05
happy16.png,images/happy/happy16.png,happy,happy,success,99.98496174722682,6.975508586853657e-07,4.992254823998498e-09,1.4087152729101164e-06,0.015040339517948897,5.630476686062032e-12,2.140766092097462e-06
happy_extra_0015.jpg,images/happy/happy_extra_0015.jpg,happy,happy,success,80.9159659247439,1.139423086610611e-06,1.8149669468663454e-05,19.08390741540105,5.206684311405728e-05,1.1218738290768573e-13,5.386099741402299e-05
happy_extra_0001.jpg,images/happy/happy_extra_0001.jpg,happy,happy,success,91.5842592716217,0.03595907473936677,0.001201373197545763,0.00034087145195371704,0.9507778100669384,2.2985587122548168e-05,7.427442818880081
happy_extra_0029.jpg,images/happy/happy_extra_0029.jpg,happy,happy,success,99.69360828399658,1.3423446798555005e-07,8.997180778180791e-09,0.3058382775634527,0.0005393281753640622,1.0349094458077038e-16,1.9894423530786298e-05
happy_250extra_0063.jpg,images/happy/happy_250extra_0063.jpg,happy,happy,success,99.9760389313721,8.792177288470731e-07,4.937785891385006e-09,1.7992523821915037e-08,0.023961832603493043,3.5177284532103703e-16,7.265689134795767e-12
000040.jpg,images/happy/000040.jpg,happy,happy,success,99.48537951882129,2.611605620185233e-08,1.2107323180355807e-12,4.174852673820126e-09,0.5146168955872183,8.869245312938218e-18,2.0558359623050095e-12
000054.jpg,images/happy/000054.jpg,happy,happy,success,99.98608827590942,1.2461885690040475e-08,1.3726422221083112e-07,9.612103647749226e-10,0.013915053568780422,7.95332703131858e-15,1.6505321957273333e-11
happy_250extra_0077.jpg,images/happy/happy_250extra_0077.jpg,happy,happy,success,99.98923540115356,2.601798314572079e-05,0.006942193431314081,4.7316680706899206e-05,0.00041980088099080604,1.2831126161572115e-07,0.003332626147312112
000068.jpg,images/happy/000068.jpg,happy,happy,success,97.26972563682351,1.0801216121387596e-08,4.449164392586685e-10,3.551355616984112e-05,2.7302376690648598,1.760603147764527e-19,6.226084709677254e-13
happy_250extra_0088.jpg,images/happy/happy_250extra_0088.jpg,happy,happy,success,99.99856352797529,0.0011098442634963736,6.527374030657868e-08,0.0003295971933771231,5.40650623188598e-07,1.741062652527134e-17,1.344221703022789e-06
happy_250extra_0089.jpg,images/happy/happy_250extra_0089.jpg,happy,happy,success,99.998939037323,0.0010046621355286334,2.1123918586551937e-09,5.546193726502224e-07,5.572581471824378e-05,1.0349148257128597e-18,1.5598268119851322e-10
000069.jpg,images/happy/000069.jpg,happy,happy,success,100.0,4.889498181337437e-09,7.123840900962245e-14,2.4412842145606582e-14,1.0929831262274092e-06,1.9443646376661194e-22,3.1326631826783524e-10
happy_250extra_0076.jpg,images/happy/happy_250extra_0076.jpg,happy,happy,success,97.26972563682351,1.0801216121387596e-08,4.449164392586685e-10,3.551355616984112e-05,2.7302376690648598,1.760603147764527e-19,6.226084709677254e-13
happy_250extra_0062.jpg,images/happy/happy_250extra_0062.jpg,happy,happy,success,99.81080291399991,0.06556695061043806,0.0002866388627538336,0.05627637817838826,0.06706791099597943,1.5720903728964426e-13,4.4304791787731274e-07
000041.jpg,images/happy/000041.jpg,happy,happy,success,99.9962568283081,1.2371051719920617e-11,4.270329044378968e-14,4.143675180756645e-07,0.003740886677405797,5.063542745015346e-22,3.119404498451466e-14
happy_extra_0028.jpg,images/happy/happy_extra_0028.jpg,happy,failed,no_face_detected,,,,,,,
happy_extra_0014.jpg,images/happy/happy_extra_0014.jpg,happy,happy,success,99.9545156955719,7.328790019300868e-06,3.64412073108368e-12,1.761121097842988e-05,0.045463512651622295,1.7820057353290362e-19,3.6264504853916746e-10
